"entry_id";"country";"description";"designation";"points";"price";"province";"region";"taster_name";"title";"variety";"winery"
"116388";"Italy";"Dried violet, plum cake and exotic spice aromas lead the way on this brawny, structured wine. The firm palate delivers dried black cherry, blackberry extract, licorice and tobacco alongside round, chewy tannins.";"Col de la Bastia";"91";"90";"Veneto";"Amarone della Valpolicella";"Kerin O’Keefe";"Fattori 2012 Col de la Bastia  (Amarone della Valpolicella)";"Red Blend";"Fattori"
"116372";"Italy";"Ripe black plum, leather, chocolate and allspice emerge on this big, brooding wine. The densely concentrated palate offers raisin, blackberry extract, licorice, ground pepper and tobacco alongside ripe, velvety tannins and the warmth of alcohol. It closes on a licorice note. Drink through 2022.";NA;"91";"60";"Veneto";"Amarone della Valpolicella Classico";"Kerin O’Keefe";"Buglioni 2010  Amarone della Valpolicella Classico";"Red Blend";"Buglioni"
"116357";"Italy";"Simple and straightforward, it conveys bright berry sensations of juicy black cherry and raspberry with a light touch of cooking spices. With a soft, round texture, it is extremely accessible. Drink now.";"La Mora";"86";NA;"Tuscany";"Morellino di Scansano";"Kerin O’Keefe";"Cecchi 2012 La Mora  (Morellino di Scansano)";"Red Blend";"Cecchi"
"116356";"Italy";"Bright and breezy, this wine is made from 85% Sangiovese, 10% Canaiolo and 5% other varieties. It offers straightforward dark cherry flavors mingled with a hint of mint and spice. Simple but well-made, it will pair well with pasta dishes and soups.";NA;"86";"14";"Tuscany";"Chianti Classico";"Kеrin O’Kееfе";"Castello di Querceto 2012  Chianti Classico";"Red Blend";"Castello di Querceto"
"116356";"Italy";"Bright and breezy, this wine is made from 85% Sangiovese, 10% Canaiolo and 5% other varieties. It offers straightforward dark cherry flavors mingled with a hint of mint and spice. Simple but well-made, it will pair well with pasta dishes and soups.";NA;"86";"14";"Tuscany";"Chianti Classico";"Kеrin O’Kееfе";"Castello di Querceto 2012  Chianti Classico";"Red Blend";"Castello di Querceto"
"116355";"Italy";"simple, straightforward Chianti Classico, it's made from 80% Sangiovese and other red varieties. It starts with earthy aromas of wet soil and violet. The palate offers almost-overripe plum, black cherry and cinnamon alongside astringent tannins. This isn't an ager so enjoy soon.";NA;"86";"18";"Tuscany";"Chianti Classico";"Kеrin O’Kееfе";"Carpineto 2012  Chianti Classico";"Red Blend";"Carpineto"
"116355";"Italy";"simple, straightforward Chianti Classico, it's made from 80% Sangiovese and other red varieties. It starts with earthy aromas of wet soil and violet. The palate offers almost-overripe plum, black cherry and cinnamon alongside astringent tannins. This isn't an ager so enjoy soon.";NA;"86";"18";"Tuscany";"Chianti Classico";"Kerin O’Keefe";"Carpineto 2012  Chianti Classico";"Red Blend";"Carpineto"
"116353";"Italy";"Made entirely with Sangiovese and without any added chemical sulfites, this wine leads off with earthy aromas of wet soil, leather, fragrant blue flower and red berries. The one-dimensional palate opens with sour cherry accented with a hint of cinnamon-spice alongside chewy but fleeting tannins. It's a bit diluted and finishes abruptly.";"Riscoperto";"86";"26";"Tuscany";"Chianti Classico";"Kerin O’Keefe";"Terre di Melazzano 2012 Riscoperto  (Chianti Classico)";"Sangiovese";"Terre di Melazzano"
"116353";"Italy";"Made entirely with Sangiovese and without any added chemical sulfites, this wine leads off with earthy aromas of wet soil, leather, fragrant blue flower and red berries. The one-dimensional palate opens with sour cherry accented with a hint of cinnamon-spice alongside chewy but fleeting tannins. It's a bit diluted and finishes abruptly.";"Riscoperto";"86";"26";"Tuscany";"Chianti Classico";"Kеrin O’Kееfе";"Terre di Melazzano 2012 Riscoperto  (Chianti Classico)";"Sangiovese";"Terre di Melazzano"
"116351";"Italy";"This blend of 85% Sangiovese and 15% Merlot is heavy on oak. It starts with aromas of toasted oak, coffee and vanilla with just a whiff of black plum. The palate is also dominated by oak extract, chocolate and espresso that muffle the ripe, black fruit gasping beneath the surface. It closes on a bitter note of wood tannins.";"Riserva";"86";"38";"Tuscany";"Chianti Classico";"Kеrin O’Kееfе";"Rignana 2010 Riserva  (Chianti Classico)";"Red Blend";"Rignana"
"116330";"Italy";"Made with 85% Sangiovese and 15% Syrah, this easygoing wine doles out aromas and flavors of dark cherry, white pepper and lightly toasted notes. It ends on a note of toasted almond.";NA;"86";"18";"Tuscany";"Cortona";"Kerin O’Keefe";"La Calonica 2012 Red (Cortona)";"Red Blend";"La Calonica"
"116330";"Italy";"Made with 85% Sangiovese and 15% Syrah, this easygoing wine doles out aromas and flavors of dark cherry, white pepper and lightly toasted notes. It ends on a note of toasted almond.";NA;"86";"18";"Tuscany";"Cortona";"Kеrin O’Kееfе";"La Calonica 2012 Red (Cortona)";"Red Blend";"La Calonica"
"116319";"Italy";"This sparkler offers a beautiful nose of white flower, orange blossom, crushed peppercorn, talc power and almond skin. There's a focused sharpness here that helps give the wine definition, staying power and loads of character.";"Extra Dry";"88";"18";"Veneto";"Prosecco di Valdobbiadene";NA;"Sorelle Bronca NV Extra Dry  (Prosecco di Valdobbiadene)";"Prosecco";"Sorelle Bronca"
"116316";"Italy";"Made with 90% Chardonnay and 10% Pinot Nero, Rotari's Brut sparkling wine can be relied upon for consistency and value. The wine is festive and bright with citrus zest, mineral tones and a pristine mouthfeel that ends with clean freshness.";"Brut Talento";"88";"13";"Northeastern Italy";"Trento";NA;"Rotari NV Brut Talento Sparkling (Trento)";"Sparkling Blend";"Rotari"
"116316";"Italy";"Made with 90% Chardonnay and 10% Pinot Nero, Rotari's Brut sparkling wine can be relied upon for consistency and value. The wine is festive and bright with citrus zest, mineral tones and a pristine mouthfeel that ends with clean freshness.";"Brut Talento";"88";"13";"Northeastern Italy";"Trento";NA;"Rotari NV Brut Talento Sparkling (Trento)";"Sparkling Blend";"Rotari"
"116310";"Italy";"Delicate notes of white mineral and jasmine flower open this Prosecco from the famed Cartizze cru. The wine delivers sweet floral tones backed by peach and honeysuckle, yet just the right level of acidity kicks in at the end to keep the palate cool and refreshed.";"Cartizze Dry";"88";"36";"Veneto";"Prosecco Superiore di Cartizze";NA;"La Tordera 2008 Cartizze Dry  (Prosecco Superiore di Cartizze)";"Prosecco";"La Tordera"
"116310";"Italy";"Delicate notes of white mineral and jasmine flower open this Prosecco from the famed Cartizze cru. The wine delivers sweet floral tones backed by peach and honeysuckle, yet just the right level of acidity kicks in at the end to keep the palate cool and refreshed.";"Cartizze Dry";"88";"36";"Veneto";"Prosecco Superiore di Cartizze";NA;"La Tordera 2008 Cartizze Dry  (Prosecco Superiore di Cartizze)";"Prosecco";"La Tordera"
"116308";"Italy";"This fragrant and luminous sparkling wine delivers sweet-smelling aromas of butterscotch, caramel and honey. In the background, you'll find both mineral and herbal shadings that create a beautiful balance.";"Opere Trevigiane Brut";"88";"26";"Veneto";"Veneto";NA;"Villa Sandi NV Opere Trevigiane Brut Sparkling (Veneto)";"Sparkling Blend";"Villa Sandi"
"116308";"Italy";"This fragrant and luminous sparkling wine delivers sweet-smelling aromas of butterscotch, caramel and honey. In the background, you'll find both mineral and herbal shadings that create a beautiful balance.";"Opere Trevigiane Brut";"88";"26";"Veneto";"Veneto";NA;"Villa Sandi NV Opere Trevigiane Brut Sparkling (Veneto)";"Sparkling Blend";"Villa Sandi"
"116305";"Italy";"This Cartizze Prosecco is a bit unusual in the sense that is it extremely tonic and focused in the mouth whereas other wines from this vineyard tend to be softer and more feminine. Aromas include lime, kiwi and powdered mineral.";"Cartizze";"88";"32";"Veneto";"Prosecco Superiore di Cartizze";NA;"Andreola Orsola NV Cartizze  (Prosecco Superiore di Cartizze)";"Prosecco";"Andreola Orsola"
"116290";"Italy";"Sirio is a perfect pizza wine especially if that pie has savory toppings like sausage or spicy pepperoni on it. The wine is aged 12 months in large oak casks for extra softness and a subtle touch of wood spice beyond the bright blackberry and sweet cherry fruit.";"Sirio";"86";"16";"Central Italy";"Montepulciano d'Abruzzo";NA;"San Lorenzo 2010 Sirio  (Montepulciano d'Abruzzo)";"Montepulciano";"San Lorenzo"
"116289";"Italy";"This blended red from the little-known Piceno area of Central Italy offers ripe cherry fruit and prune followed by a dusty note of Graham cracker or rye bread.";NA;"86";NA;"Central Italy";"Rosso Piceno";NA;"Saladini Pilastri 2011  Rosso Piceno";"Red Blend";"Saladini Pilastri"
"116288";"Italy";"Perfect for meat dishes or grilled lamb chops, this is a lush and soft red wine that offers a cheerful and informal personality. Ripe cherry, prune and light spice make for an easy-drinking proposition.";"Piediprato";"86";NA;"Central Italy";"Rosso Piceno";NA;"Saladini Pilastri 2010 Piediprato  (Rosso Piceno)";"Red Blend";"Saladini Pilastri"
"116282";"Italy";"Passerina is a white grape from Central Italy that has enjoyed an enormous growth in popularity and quality in recent years. This expression offers notes of candied or exotic fruit with subtle tones of apricot and pear at the back. There's a nice feeling of thickness as well that would pair with white meat or shellfish.";"Rondineto";"86";"12";"Central Italy";"Colli Aprutini";NA;"Fattoria Giuseppe Savini 2011 Rondineto Passerina (Colli Aprutini)";"Passerina";"Fattoria Giuseppe Savini"
"116281";"Italy";"Ancilla is a rustic and raw expression of Montepulciano with a point of dried apple skin followed by bright cherry and raspberry. The mouthfeel is thick and chewy with bright acidity on the close.";"Ancilla";"86";"15";"Central Italy";"Montepulciano d'Abruzzo";NA;"Ciavolich Giuseppe 2011 Ancilla  (Montepulciano d'Abruzzo)";"Montepulciano";"Ciavolich Giuseppe"
"116281";"Italy";"Ancilla is a rustic and raw expression of Montepulciano with a point of dried apple skin followed by bright cherry and raspberry. The mouthfeel is thick and chewy with bright acidity on the close.";"Ancilla";"86";"15";"Central Italy";"Montepulciano d'Abruzzo";NA;"Ciavolich Giuseppe 2011 Ancilla  (Montepulciano d'Abruzzo)";"Montepulciano";"Ciavolich Giuseppe"
"116277";"Italy";"From the Rosso Orvietano appellation in Central Italy, this red blend opens with easy fruit tones of cherry and forest fruit followed by light spice shadings. It would make a great pairing next to grilled pork chops.";"Mimoso";"86";NA;"Central Italy";"Orvieto";NA;"Castello di Montegiove 2009 Mimoso  (Orvieto)";"Red Blend";"Castello di Montegiove"
"116255";"Italy";"Woodland berry, wild rose and a whiff of crushed stone aromas come together on this luminous red. The vibrant silky palate offers tart red cherry, Alpine herb and a hint of white pepper alongside bright acidity and polished tannins. Drink through 2019.";"Inferno";"89";"29";"Lombardy";"Valtellina Superiore";"Kerin O’Keefe";"Nino Negri 2013 Inferno  (Valtellina Superiore)";"Nebbiolo";"Nino Negri"
"116255";"Italy";"Woodland berry, wild rose and a whiff of crushed stone aromas come together on this luminous red. The vibrant silky palate offers tart red cherry, Alpine herb and a hint of white pepper alongside bright acidity and polished tannins. Drink through 2019.";"Inferno";"89";"29";"Lombardy";"Valtellina Superiore";"Kerin O’Keefe";"Nino Negri 2013 Inferno  (Valtellina Superiore)";"Nebbiolo";"Nino Negri"
"116235";"Italy";"Aromas of French oak, coconut, exotic spice and plum take shape in the glass. The chewy palate doles out mature cherry, blackberry extract, oak-driven spice and licorice. Solid, fine-grained tannins leave a firm, mouth-puckering finish.";"Riserva";"89";"50";"Central Italy";"Montepulciano d'Abruzzo";"Kerin O’Keefe";"Binomio 2012 Riserva  (Montepulciano d'Abruzzo)";"Montepulciano";"Binomio"
"116232";"Italy";"Delicate scents of woodland berry, violet and crushed stone waft out of glass when pouring this mountain Nebbiolo. Luminous and linear, the graceful palate offers tart red cherry, star anise and mineral alongside firm acidity and lithe tannins.";"Rosso";"89";"34";"Lombardy";"Valtellina";"Kerin O’Keefe";"Arpepe 2014 Rosso  (Valtellina)";"Nebbiolo";"Arpepe"
"116222";"Italy";"You'll find subtle but alluring mature orchard fruit, dried herb, citrus zest and balsamic aromas in this rounded white. They carry over to the bright palate, along with a hint of hazelnut.";NA;"88";"22";"Southern Italy";"Greco di Tufo";"Kerin O’Keefe";"Vadiaperti 2015  Greco di Tufo";"Greco";"Vadiaperti"
"116219";"Italy";"Made entirely from Nero d'Avola, this offers black-skinned berry, cinnamon and scorched earth aromas. The straightforward palate suggests ripe black cherry, baking spice and a touch of vanilla, wrapped in smooth tannins. Drink soon.";"Garibaldi";"88";"20";"Sicily & Sardinia";"Terre Siciliane";"Kerin O’Keefe";"Tenuta dei Mille 2015 Garibaldi Nero d'Avola (Terre Siciliane)";"Nero d'Avola";"Tenuta dei Mille"
"116219";"Italy";"Made entirely from Nero d'Avola, this offers black-skinned berry, cinnamon and scorched earth aromas. The straightforward palate suggests ripe black cherry, baking spice and a touch of vanilla, wrapped in smooth tannins. Drink soon.";"Garibaldi";"88";"20";"Sicily & Sardinia";"Terre Siciliane";"Kerin O’Keefe";"Tenuta dei Mille 2015 Garibaldi Nero d'Avola (Terre Siciliane)";"Nero d'Avola";"Tenuta dei Mille"
"116218";"Italy";"Made entirely from Garganega, this offers delicate wildflower and white stone fruit scents. On the vibrant palate, a white almond hint underscores yellow apple, Bartlett pear and nectarine flavors.";NA;"88";"15";"Veneto";"Soave Classico";"Kerin O’Keefe";"Suavia 2016  Soave Classico";"Garganega";"Suavia"
"116204";"Italy";"Named after one of the fastest race horses to compete in Italy, Varenne is a tight and complex expression of Chardonnay with bright fruit tones and peach followed by cooling acidity and creamy thickness. A light passage in oak gives it extra staying power on the finish.";"Varenne";"90";"30";"Piedmont";"Langhe";NA;"Le Vigne di Ca' Nova 2008 Varenne Chardonnay (Langhe)";"Chardonnay";"Le Vigne di Ca' Nova"
"116145";"Italy";"Lots of spice, leather and cherry character. Intense on the palate with mixed berry and violet flavors. Medium bodied, with fresh acidity on the medium finish and chewy tannins. Best after 2010.";"Lecinquevigne";"89";"50";"Piedmont";"Barolo";NA;"Damilano 2004 Lecinquevigne  (Barolo)";"Nebbiolo";"Damilano"
"116145";"Italy";"Lots of spice, leather and cherry character. Intense on the palate with mixed berry and violet flavors. Medium bodied, with fresh acidity on the medium finish and chewy tannins. Best after 2010.";"Lecinquevigne";"89";"50";"Piedmont";"Barolo";NA;"Damilano 2004 Lecinquevigne  (Barolo)";"Nebbiolo";"Damilano"
"116143";"Italy";"We are big fans of Mauro Sebaste but found this vintage of his base Barolo to be slightly less charged and intense than previous years. You'll get characteristic aromas of wild fruit, cola and spice and the mouthfeel is drying, polished and long-lasting. Give this wine another five to 10 years of cellar aging.";"Prapò";"89";NA;"Piedmont";"Barolo";NA;"Mauro Sebaste 2005 Prapò  (Barolo)";"Nebbiolo";"Mauro Sebaste"
"116140";"Italy";"A serious contender with sophisticated notes of leather, barnyard and cedar wrapped up in toasty vanilla oak. A hint of char adds an edge to a streamlined palate infused with earth, mushroom and strawberry tones. A slight lack of persistence takes it out of the top flight. Fully mature, drink now.";"Amistà";"89";"33";"Piedmont";"Barbera d'Asti Superiore";NA;"Massimiliano Vivalda 2003 Amistà  (Barbera d'Asti Superiore)";"Barbera";"Massimiliano Vivalda"
"116139";"Italy";"This Preda Sarmassa cru Barolo promises to open and evolve with more time in the cellar (at least 10 years). At this point, the wine is still a bit closed and firm although the aromas are already showing pretty tones of fruit and blue flowers. The mouthfeel is polished but hard.";"Preda Sarmassa";"89";NA;"Piedmont";"Barolo";NA;"Virna Borgogno 2005 Preda Sarmassa  (Barolo)";"Nebbiolo";"Virna Borgogno"
"116139";"Italy";"This Preda Sarmassa cru Barolo promises to open and evolve with more time in the cellar (at least 10 years). At this point, the wine is still a bit closed and firm although the aromas are already showing pretty tones of fruit and blue flowers. The mouthfeel is polished but hard.";"Preda Sarmassa";"89";NA;"Piedmont";"Barolo";NA;"Virna Borgogno 2005 Preda Sarmassa  (Barolo)";"Nebbiolo";"Virna Borgogno"
"116135";"Italy";"Brunello Fossacolle opens with a darkly concentrated color and aromas of tobacco, spice, chocolate and meaty, pulpy black fruit. The wine presents a bigger, inky style and shows good depth and density on the palate thanks to its extracted consistency, creaminess and overall intensity.";NA;"92";"65";"Tuscany";"Brunello di Montalcino";NA;"Fossacolle 2006  Brunello di Montalcino";"Sangiovese Grosso";"Fossacolle"
"116133";"Italy";"Celebrated for its amazing Merlot, Fattoria Petrolo offers this gorgeous expression of Sangiovese to complete its successful red wine portfolio. The wine is beautifully complex with deeply elegant shadings of bright fruit, blue flower and moist earth.";"Torrione";"92";"45";"Tuscany";"Toscana";NA;"Fattoria Petrolo 2006 Torrione Sangiovese (Toscana)";"Sangiovese";"Fattoria Petrolo"
"116132";"Italy";"This Riserva Brunello delivers savory, brambly characteristics of moist earth and pressed blue flowers backed by forest berry and black cherry flavors. The mouthfeel is compact and clean with crisp acidity on the close.";"Riserva";"92";"80";"Tuscany";"Brunello di Montalcino";NA;"Terralsole 2005 Riserva  (Brunello di Montalcino)";"Sangiovese Grosso";"Terralsole"
"116132";"Italy";"This Riserva Brunello delivers savory, brambly characteristics of moist earth and pressed blue flowers backed by forest berry and black cherry flavors. The mouthfeel is compact and clean with crisp acidity on the close.";"Riserva";"92";"80";"Tuscany";"Brunello di Montalcino";NA;"Terralsole 2005 Riserva  (Brunello di Montalcino)";"Sangiovese Grosso";"Terralsole"
"116131";"Italy";"Broad spice and almond notes evident on the nose of this hearty Brunello are accented by cherry, bright blueberry and cassis. In the mouth, the wine shows enormous elegance and a silky, streamlined feel.";NA;"92";"65";"Tuscany";"Brunello di Montalcino";NA;"Tenute Silvio Nardi 2006  Brunello di Montalcino";"Sangiovese Grosso";"Tenute Silvio Nardi"
"116131";"Italy";"Broad spice and almond notes evident on the nose of this hearty Brunello are accented by cherry, bright blueberry and cassis. In the mouth, the wine shows enormous elegance and a silky, streamlined feel.";NA;"92";"65";"Tuscany";"Brunello di Montalcino";NA;"Tenute Silvio Nardi 2006  Brunello di Montalcino";"Sangiovese Grosso";"Tenute Silvio Nardi"
"116130";"Italy";"From one of Montalcino's historic estates, Camigliano's Brunello opens with attractive darkness and a smooth texture. Dark fruit, tobacco and espresso aromas emerge from the nose and the wine feels bright, polished and silky overall.";NA;"92";"50";"Tuscany";"Brunello di Montalcino";NA;"Camigliano 2006  Brunello di Montalcino";"Sangiovese Grosso";"Camigliano"
"116130";"Italy";"From one of Montalcino's historic estates, Camigliano's Brunello opens with attractive darkness and a smooth texture. Dark fruit, tobacco and espresso aromas emerge from the nose and the wine feels bright, polished and silky overall.";NA;"92";"50";"Tuscany";"Brunello di Montalcino";NA;"Camigliano 2006  Brunello di Montalcino";"Sangiovese Grosso";"Camigliano"
"116121";"Italy";"Campogiovanni is a rich, inky expression of Sangiovese Grosso with beautiful personality and length. The mouthfeel is still young and raw but the aromas already show deep evolution and harmony. You'll recognize tones of red cherry, root beer, mesquite and Indian spice.";"Campogiovanni";"92";"50";"Tuscany";"Brunello di Montalcino";NA;"San Felice 2006 Campogiovanni  (Brunello di Montalcino)";"Sangiovese Grosso";"San Felice"
"116119";"Italy";"Owned by an expat artist/writer couple, Máté shows a great evolution of style and grace over the past years. This 2006 Brunello straddles modernity and tradition with a playful juxtaposition of wild berry and raspberry aromas against vanilla, clove and cinnamon spice.";NA;"92";"65";"Tuscany";"Brunello di Montalcino";NA;"Máté 2006  Brunello di Montalcino";"Sangiovese Grosso";"Máté"
"116119";"Italy";"Owned by an expat artist/writer couple, Máté shows a great evolution of style and grace over the past years. This 2006 Brunello straddles modernity and tradition with a playful juxtaposition of wild berry and raspberry aromas against vanilla, clove and cinnamon spice.";NA;"92";"65";"Tuscany";"Brunello di Montalcino";NA;"Máté 2006  Brunello di Montalcino";"Sangiovese Grosso";"Máté"
"116118";"Italy";"La Fornace offers the kind of Brunello that will make you wish you bought a second bottle. It opens with a bright and cheerful bouquet shaped by various shadings of black fruit and exotic spice. In the mouth, it is still tight and firm so give it a few more years of bottle aging.";NA;"92";NA;"Tuscany";"Brunello di Montalcino";NA;"La Fornace 2006  Brunello di Montalcino";"Sangiovese Grosso";"La Fornace"
"116116";"Italy";"Here's a masterpiece Sangiovese (with 15% Malvasia Nera) that shows a plush, rich nature and loads of fruity aromatic intensity. The wine is smooth, penetrating and long-lasting.";"I Sodi di San Niccolò";"92";"55";"Tuscany";"Toscana";NA;"Castellare di Castellina 2006 I Sodi di San Niccolò Sangiovese (Toscana)";"Sangiovese";"Castellare di Castellina"
"116109";"Italy";"Made with 70% Catarratto and 30% Viognier, this has aromas suggesting honeysuckle, yellow stone fruit and a savory whiff of tarragon. The soft, round palate shows pear, citrus and a hint of apricot while a note of bitter almond closes the finish.";NA;"88";NA;"Sicily & Sardinia";"Terre Siciliane";"Kerin O’Keefe";"Gregorio De Gregorio 2015 White (Terre Siciliane)";"White Blend";"Gregorio De Gregorio"
"116109";"Italy";"Made with 70% Catarratto and 30% Viognier, this has aromas suggesting honeysuckle, yellow stone fruit and a savory whiff of tarragon. The soft, round palate shows pear, citrus and a hint of apricot while a note of bitter almond closes the finish.";NA;"88";NA;"Sicily & Sardinia";"Terre Siciliane";"Kerin O’Keefe";"Gregorio De Gregorio 2015 White (Terre Siciliane)";"White Blend";"Gregorio De Gregorio"
"116107";"Italy";"Aromas of citrus zest, orchard fruit and a hint of toasted walnut lead the nose. The palate includes mature peach, pear and mineral alongside bright acidity. A hint of hazelnut signals the close.";"Loggia della Serra";"88";"23";"Southern Italy";"Greco di Tufo";"Kerin O’Keefe";"Terredora 2015 Loggia della Serra  (Greco di Tufo)";"Greco";"Terredora"
"116107";"Italy";"Aromas of citrus zest, orchard fruit and a hint of toasted walnut lead the nose. The palate includes mature peach, pear and mineral alongside bright acidity. A hint of hazelnut signals the close.";"Loggia della Serra";"88";"23";"Southern Italy";"Greco di Tufo";"Kеrin O’Kееfе";"Terredora 2015 Loggia della Serra  (Greco di Tufo)";"Greco";"Terredora"
"116105";"Italy";"Aromas of hay, orchard fruit and a whiff of hazelnut lead the nose while the straightforward palate offers lime, chamomile and peach. A saline note closes the finish.";"Erse Bianco";"88";"25";"Sicily & Sardinia";"Etna";"Kerin O’Keefe";"Tenuta di Fessina 2014 Erse Bianco  (Etna)";"White Blend";"Tenuta di Fessina"
"116105";"Italy";"Aromas of hay, orchard fruit and a whiff of hazelnut lead the nose while the straightforward palate offers lime, chamomile and peach. A saline note closes the finish.";"Erse Bianco";"88";"25";"Sicily & Sardinia";"Etna";"Kеrin O’Kееfе";"Tenuta di Fessina 2014 Erse Bianco  (Etna)";"White Blend";"Tenuta di Fessina"
"116104";"Italy";"Aromas of Spanish broom, citrus blossom, ripe orchard fruit and oak slowly emerge on this. Oak carries over to the linear palate along with toast, yellow apple and nectarine zest. A bitter almond note closes the drying finish.";"Calderara Sottana Bianco";"88";"36";"Sicily & Sardinia";"Etna";"Kerin O’Keefe";"Tenuta delle Terre Nere 2014 Calderara Sottana Bianco  (Etna)";"Carricante";"Tenuta delle Terre Nere"
"116103";"Italy";"This opens with delicate scents of pear and pressed yellow flower. The tangy palate shows lemon zest, nectarine and a hint of Mediterranean herb while a saline note provides backup.";"Cavallo delle Fate";"88";"20";"Sicily & Sardinia";"Sicilia";"Kеrin O’Kееfе";"Tasca d'Almerita 2015 Cavallo delle Fate Grillo (Sicilia)";"Grillo";"Tasca d'Almerita"
"116094";"Italy";"Made with Inzolia, this has subtle aromas of white wild flower and orchard fruit while the fresh, linear palate delivers nectarine, lemon zest and mineral. A saline note wraps up the finish.";"Il Giglio";"88";"16";"Sicily & Sardinia";"Sicilia";"Kеrin O’Kееfе";"Masseria del Feudo 2015 Il Giglio Inzolia (Sicilia)";"Inzolia";"Masseria del Feudo"
"116093";"Italy";"Aromas of mature blackberry, white pepper and exotic spice lead the nose. A 50-50 blend of Aglianico and Piedirosso, the firm palate offers raspberry jam, toasted oak, espresso and oak-driven spice.";"Furore Rosso Riserva";"88";"65";"Southern Italy";"Costa d'Amalfi";"Kerin O’Keefe";"Marisa Cuomo 2012 Furore Rosso Riserva Red (Costa d'Amalfi)";"Red Blend";"Marisa Cuomo"
"116093";"Italy";"Aromas of mature blackberry, white pepper and exotic spice lead the nose. A 50-50 blend of Aglianico and Piedirosso, the firm palate offers raspberry jam, toasted oak, espresso and oak-driven spice.";"Furore Rosso Riserva";"88";"65";"Southern Italy";"Costa d'Amalfi";"Kerin O’Keefe";"Marisa Cuomo 2012 Furore Rosso Riserva Red (Costa d'Amalfi)";"Red Blend";"Marisa Cuomo"
"116088";"Italy";"You'll find aromas of French oak, coconut, exotic spice and menthol on this brawny red. The bracing, robust palate offers raisin, prune and loads of oak-driven spice alongside assertive, grainy tannins that leave an astringent finish.";"Capitel della Crosara";"88";"50";"Veneto";"Amarone della Valpolicella Classico";"Kerin O’Keefe";"Montresor 2010 Capitel della Crosara  (Amarone della Valpolicella Classico)";"Red Blend";"Montresor"
"116067";"Italy";"Aromas of dark-skinned berry, purple flower and a whiff of grilled herb float out of the glass. The chewy palate offers morello cherry and star anise alongside close-grained tannins and vibrant acidity.";NA;"88";"25";"Tuscany";"Rosso di Montalcino";"Kerin O’Keefe";"Col d'Orcia 2013  Rosso di Montalcino";"Sangiovese";"Col d'Orcia"
"116058";"Italy";"Made with organically grown grapes, this opens with aromas of dark berry, violet, truffle and leather. The round chewy palate offers juicy black cherry, cinnamon and a balsamic note alongside soft acidity and supple tannins.";"Riserva";"90";NA;"Tuscany";"Montecucco";"Kеrin O’Kееfе";"Campinuovi 2012 Riserva  (Montecucco)";"Sangiovese";"Campinuovi"
"116047";"Italy";"A wine made in dedication from a loving wife to her husband, Andretta opens with dark concentration and generous aromas of dark licorice, cherry fruit, leather, tobacco, teriyaki and spice. The inky color is dark and daunting, but the wine is actually more nuanced and elegant than you'd expect, with balanced acidity and fine tannins.";"Andretta";"94";"60";"Tuscany";"Brunello di Montalcino";NA;"Tenuta Vitanza 2007 Andretta  (Brunello di Montalcino)";"Sangiovese Grosso";"Tenuta Vitanza"
"116046";"Italy";"This riserva shows bright cherry fruit and enough natural freshness to guarantee successful cellar aging. Prune, plum, spice and leather give way to dark concentration and richness. On the close, the wine delivers loads of cherry, licorice and menthol nuances.";"Riserva";"94";"55";"Tuscany";"Brunello di Montalcino";NA;"Molino di Sant'Antimo 2007 Riserva  (Brunello di Montalcino)";"Sangiovese Grosso";"Molino di Sant'Antimo"
"116045";"Italy";"Riserva La Poderina presents an impenetrable wall of aromatic intensity with dark concentration and lovely density in the mouth. You'll recognize dark fruit, polished mineral, leather, tobacco and powdered spice notes. The wine lasts long on the palate, driven by its bold structure.";"Poggio Abate Riserva";"94";"79";"Tuscany";"Brunello di Montalcino";NA;"La Poderina 2007 Poggio Abate Riserva  (Brunello di Montalcino)";"Sangiovese Grosso";"La Poderina"
"116043";"Italy";"Here's a home run from one of the best producers in Montalcino. With sun drenched, sea-facing vineyards (this is one of the only spots where you can see the shimmering Mediterranean from Montalcino), this dense riserva doles out lingering flavors of spice, cherry, leather and tobacco. The acidity is perfectly balanced against the wine's soft fruit.";"Riserva";"94";"140";"Tuscany";"Brunello di Montalcino";NA;"Poggio Antico 2007 Riserva  (Brunello di Montalcino)";"Sangiovese Grosso";"Poggio Antico"
"116039";"Italy";"This beautiful riserva offers bright aromas of ginger, cola, dried mint, forest berry and cassis. The wine is bright and lively, with dusty tannins and balanced acidity. Overall, the wine shows incredibly clean and polished characteristics that linger long on the palate.";"Riserva";"94";"58";"Tuscany";"Brunello di Montalcino";NA;"Collelceto 2007 Riserva  (Brunello di Montalcino)";"Sangiovese Grosso";"Collelceto"
"116039";"Italy";"This beautiful riserva offers bright aromas of ginger, cola, dried mint, forest berry and cassis. The wine is bright and lively, with dusty tannins and balanced acidity. Overall, the wine shows incredibly clean and polished characteristics that linger long on the palate.";"Riserva";"94";"58";"Tuscany";"Brunello di Montalcino";NA;"Collelceto 2007 Riserva  (Brunello di Montalcino)";"Sangiovese Grosso";"Collelceto"
